#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2013 08 24 15 56  MM  3.1   MM    MM    MM    MM  MM 1023.0  25.6    MM  12.8   MM   MM    MM
2013 08 24 14 56 200  5.7   MM    MM    MM    MM  MM 1022.7  22.8    MM  12.2   MM   MM    MM
2013 08 24 13 56 200  4.1   MM    MM    MM    MM  MM 1023.0  21.1    MM  13.3   MM   MM    MM
2013 08 24 12 56 200  4.6   MM    MM    MM    MM  MM 1023.1  18.9    MM  12.8   MM   MM    MM
2013 08 24 11 56 190  3.6   MM    MM    MM    MM  MM 1023.2  17.2    MM  13.3   MM   MM    MM
2013 08 24 10 56 200  3.6   MM    MM    MM    MM  MM 1023.0  16.7    MM  12.8   MM   MM    MM
2013 08 24 09 56 200  3.1   MM    MM    MM    MM  MM 1022.6  16.7    MM  13.3   MM   MM    MM
2013 08 24 08 56 190  3.1   MM    MM    MM    MM  MM 1022.4  16.7    MM  13.9   MM   MM    MM
2013 08 24 07 56 200  3.1   MM    MM    MM    MM  MM 1022.1  17.2    MM  15.0   MM   MM    MM
2013 08 24 06 56 200  3.6   MM    MM    MM    MM  MM 1022.0  16.1    MM  13.9   MM   MM    MM
2013 08 24 05 56 190  2.6   MM    MM    MM    MM  MM 1021.7  16.1    MM  11.7   MM   MM    MM
2013 08 24 04 56 200  2.6   MM    MM    MM    MM  MM 1021.4  16.7    MM  12.2   MM   MM    MM
2013 08 24 03 56 190  3.1   MM    MM    MM    MM  MM 1021.5  16.7    MM  12.2   MM   MM    MM
2013 08 24 02 56 180  3.1   MM    MM    MM    MM  MM 1021.6  16.7    MM  12.2   MM   MM    MM
2013 08 24 01 56 180  2.6   MM    MM    MM    MM  MM 1021.2  17.8    MM  12.8   MM   MM    MM
2013 08 24 00 56  MM    0   MM    MM    MM    MM  MM 1021.0  20.0    MM  12.8   MM   MM    MM
2013 08 23 23 56  MM    0   MM    MM    MM    MM  MM 1020.6  22.2    MM  14.4   MM   MM    MM
2013 08 23 22 56  MM    0   MM    MM    MM    MM  MM 1021.0  22.8    MM  16.1   MM   MM    MM
2013 08 23 21 56  30  4.1   MM    MM    MM    MM  MM 1021.0  21.7    MM  14.4   MM   MM    MM
2013 08 23 20 56  30  5.1   MM    MM    MM    MM  MM 1021.3  22.8    MM  15.6   MM   MM    MM
2013 08 23 19 56  40  4.6   MM    MM    MM    MM  MM 1021.9  22.8    MM  16.7   MM   MM    MM
2013 08 23 18 56  30  3.1   MM    MM    MM    MM  MM 1022.3  23.3    MM  15.6   MM   MM    MM
2013 08 23 17 56  40  4.6   MM    MM    MM    MM  MM 1022.6  23.3    MM  16.7   MM   MM    MM
2013 08 23 16 56  40  4.6   MM    MM    MM    MM  MM 1023.0  22.8    MM  16.7   MM   MM    MM
2013 08 23 15 56  40  2.6   MM    MM    MM    MM  MM 1023.3  22.2    MM  16.1   MM   MM    MM
2013 08 23 14 56  40  1.5   MM    MM    MM    MM  MM 1023.4  21.1    MM  15.6   MM   MM    MM
2013 08 23 13 56  MM    0   MM    MM    MM    MM  MM 1023.4  18.3    MM  13.9   MM   MM    MM
2013 08 23 12 56  MM    0   MM    MM    MM    MM  MM 1023.1  15.0    MM  12.2   MM   MM    MM
2013 08 23 11 56 190  2.6   MM    MM    MM    MM  MM 1023.0  11.7    MM  10.0   MM   MM    MM
2013 08 23 10 56 180  3.1   MM    MM    MM    MM  MM 1022.6  10.6    MM   8.9   MM   MM    MM
2013 08 23 09 56 180  2.6   MM    MM    MM    MM  MM 1022.3  10.6    MM   8.9   MM   MM    MM
2013 08 23 08 56 180  2.6   MM    MM    MM    MM  MM 1022.0  11.1    MM   9.4   MM   MM    MM
2013 08 23 07 56 180  2.6   MM    MM    MM    MM  MM 1021.7  10.6    MM   8.9   MM   MM    MM
2013 08 23 06 56 180  2.1   MM    MM    MM    MM  MM 1021.5  11.1    MM   9.4   MM   MM    MM
2013 08 23 05 56 180  2.6   MM    MM    MM    MM  MM 1021.4  11.7    MM   9.4   MM   MM    MM
2013 08 23 04 56 180  3.1   MM    MM    MM    MM  MM 1021.3  11.7    MM  10.0   MM   MM    MM
2013 08 23 03 56 190  2.1   MM    MM    MM    MM  MM 1021.0  12.8    MM  10.6   MM   MM    MM
2013 08 23 02 56 180  2.6   MM    MM    MM    MM  MM 1020.7  13.3    MM  11.1   MM   MM    MM
2013 08 23 01 56 200  1.5   MM    MM    MM    MM  MM 1020.4  15.0    MM  12.2   MM   MM    MM
2013 08 23 00 56 320  1.5   MM    MM    MM    MM  MM 1019.9  17.8    MM  13.3   MM   MM    MM
2013 08 22 23 56  50  4.1   MM    MM    MM    MM  MM 1019.8  18.9    MM  13.3   MM   MM    MM
2013 08 22 22 56  40  4.1   MM    MM    MM    MM  MM 1019.8  20.6    MM  13.3   MM   MM    MM
2013 08 22 21 56  40  4.6   MM    MM    MM    MM  MM 1019.7  20.6    MM  12.8   MM   MM    MM
2013 08 22 20 56  40  4.6   MM    MM    MM    MM  MM 1019.5  21.7    MM  12.8   MM   MM    MM
2013 08 22 19 56  40  3.1   MM    MM    MM    MM  MM 1019.3  22.2    MM  13.9   MM   MM    MM
2013 08 22 18 56  40  5.7   MM    MM    MM    MM  MM 1019.4  21.1    MM  13.9   MM   MM    MM
2013 08 22 17 56 360  4.6  9.3    MM    MM    MM  MM 1019.3  21.1    MM  13.9   MM   MM    MM
2013 08 22 16 56 350  6.2   MM    MM    MM    MM  MM 1019.4  20.6    MM  13.3   MM   MM    MM
2013 08 22 15 56 340  4.1   MM    MM    MM    MM  MM 1018.8  21.1    MM  13.3   MM   MM    MM
2013 08 22 14 56 330  5.1   MM    MM    MM    MM  MM 1018.5  20.6    MM  14.4   MM   MM    MM
2013 08 22 13 56  MM    0   MM    MM    MM    MM  MM 1018.1  18.9    MM  15.0   MM   MM    MM
2013 08 22 12 56 190  2.6   MM    MM    MM    MM  MM 1017.1  15.6    MM  13.9   MM   MM    MM
2013 08 22 11 56 180  2.6   MM    MM    MM    MM  MM 1016.9  15.0    MM  13.3   MM   MM    MM
2013 08 22 10 56 180  2.6   MM    MM    MM    MM  MM 1016.4  13.9    MM  12.8   MM   MM    MM
2013 08 22 09 56 180  1.5   MM    MM    MM    MM  MM 1016.1  15.0    MM  13.3   MM   MM    MM
2013 08 22 08 56 160  1.5   MM    MM    MM    MM  MM 1016.1  16.7    MM  14.4   MM   MM    MM
2013 08 22 07 56  MM    0   MM    MM    MM    MM  MM 1015.1  18.9    MM  16.1   MM   MM    MM
2013 08 22 06 56 320  4.1   MM    MM    MM    MM  MM 1014.3  20.0    MM  17.2   MM   MM    MM
2013 08 22 05 56 180  1.5   MM    MM    MM    MM  MM 1014.2  18.3    MM  17.2   MM   MM    MM
2013 08 22 04 56  MM    0   MM    MM    MM    MM  MM 1014.2  18.9    MM  17.8   MM   MM    MM
2013 08 22 03 56  MM    0   MM    MM    MM    MM  MM 1014.1  20.0    MM  18.3   MM   MM    MM
2013 08 22 02 56  MM    0   MM    MM    MM    MM  MM 1013.5  21.1    MM  18.9   MM   MM    MM
2013 08 22 01 56 180  2.1   MM    MM    MM    MM  MM 1013.3  20.6    MM  18.9   MM   MM    MM
2013 08 22 00 56  MM    0   MM    MM    MM    MM  MM 1011.9  21.1    MM  19.4   MM   MM    MM
2013 08 21 23 56 160  1.5   MM    MM    MM    MM  MM 1011.2  21.1    MM  18.9   MM   MM    MM
2013 08 21 22 56  MM    0   MM    MM    MM    MM  MM 1010.9  21.7    MM  18.9   MM   MM    MM
2013 08 21 21 56 180  3.6   MM    MM    MM    MM  MM 1011.9  22.2    MM  20.0   MM   MM    MM
2013 08 21 20 56  MM  2.1   MM    MM    MM    MM  MM 1011.6  21.7    MM  20.0   MM   MM    MM
2013 08 21 19 56 190  4.6  9.3    MM    MM    MM  MM 1009.9  31.7    MM  20.0   MM   MM    MM
2013 08 21 18 56 230  3.6  8.2    MM    MM    MM  MM 1010.6  31.7    MM  20.0   MM   MM    MM
2013 08 21 17 56 200  4.6  8.2    MM    MM    MM  MM 1010.1  30.6    MM  20.0   MM   MM    MM
2013 08 21 16 56 200  4.6  7.7    MM    MM    MM  MM 1009.9  30.6    MM  20.0   MM   MM    MM
2013 08 21 15 56 180  4.6  9.3    MM    MM    MM  MM 1010.0  28.9    MM  19.4   MM   MM    MM
2013 08 21 14 56 210  4.1  9.3    MM    MM    MM  MM 1011.4  26.1    MM  18.3   MM   MM    MM
2013 08 21 13 56 220  6.2 10.8    MM    MM    MM  MM 1011.8  25.0    MM  17.8   MM   MM    MM
2013 08 21 12 56 210  5.1  8.2    MM    MM    MM  MM 1012.8  23.3    MM  17.2   MM   MM    MM
2013 08 21 11 56 190  3.6   MM    MM    MM    MM  MM 1012.8  22.2    MM  17.2   MM   MM    MM
2013 08 21 10 56 210  3.1   MM    MM    MM    MM  MM 1011.6  22.2    MM  16.7   MM   MM    MM
2013 08 21 09 56 200  4.1   MM    MM    MM    MM  MM 1011.7  22.8    MM  17.2   MM   MM    MM
2013 08 21 08 56 200  3.1   MM    MM    MM    MM  MM 1012.2  22.8    MM  16.7   MM   MM    MM
2013 08 21 07 56 190  4.1  7.2    MM    MM    MM  MM 1012.5  22.8    MM  16.7   MM   MM    MM
2013 08 21 06 56 200  3.6   MM    MM    MM    MM  MM 1012.4  22.8    MM  16.7   MM   MM    MM
2013 08 21 05 56 210  4.1   MM    MM    MM    MM  MM 1012.5  23.9    MM  16.7   MM   MM    MM
2013 08 21 04 56 190  2.6   MM    MM    MM    MM  MM 1012.8  22.8    MM  16.7   MM   MM    MM
2013 08 21 03 56 190  3.1  7.2    MM    MM    MM  MM 1013.2  22.8    MM  17.2   MM   MM    MM
2013 08 21 02 56 190  3.6   MM    MM    MM    MM  MM 1013.1  23.3    MM  17.2   MM   MM    MM
2013 08 21 01 56 190  4.1   MM    MM    MM    MM  MM 1013.0  23.9    MM  17.2   MM   MM    MM
2013 08 21 00 56 190  2.6   MM    MM    MM    MM  MM 1012.7  25.0    MM  17.2   MM   MM    MM
2013 08 20 23 56 180  3.6   MM    MM    MM    MM  MM 1012.6  26.7    MM  17.2   MM   MM    MM
2013 08 20 22 56 190  5.1  8.8    MM    MM    MM  MM 1012.7  28.3    MM  17.2   MM   MM    MM
2013 08 20 21 56 180  6.2  8.8    MM    MM    MM  MM 1012.7  28.9    MM  16.7   MM   MM    MM
2013 08 20 20 56 180  4.6  9.3    MM    MM    MM  MM 1012.8  30.6    MM  17.8   MM   MM    MM
2013 08 20 19 56 180  7.2 10.3    MM    MM    MM  MM 1013.1  30.6    MM  16.7   MM   MM    MM
2013 08 20 18 56 210  4.1  7.7    MM    MM    MM  MM 1013.6  30.0    MM  17.2   MM   MM    MM
2013 08 20 17 56 200  3.6  8.8    MM    MM    MM  MM 1013.8  30.0    MM  17.2   MM   MM    MM
2013 08 20 16 56 190  3.6   MM    MM    MM    MM  MM 1014.2  30.0    MM  17.8   MM   MM    MM
2013 08 20 15 56 200  4.1   MM    MM    MM    MM  MM 1014.5  27.8    MM  17.8   MM   MM    MM
2013 08 20 14 56  MM  3.1   MM    MM    MM    MM  MM 1014.5  26.1    MM  17.8   MM   MM    MM
2013 08 20 13 56 210  4.6   MM    MM    MM    MM  MM 1014.6  24.4    MM  17.2   MM   MM    MM
2013 08 20 12 56 210  4.6  7.7    MM    MM    MM  MM 1014.6  21.7    MM  16.7   MM   MM    MM
2013 08 20 11 56  MM  1.5   MM    MM    MM    MM  MM 1014.4  20.6    MM  16.1   MM   MM    MM
2013 08 20 10 56 220  5.1   MM    MM    MM    MM  MM 1013.9  20.0    MM  16.1   MM   MM    MM
2013 08 20 09 56 220  4.1   MM    MM    MM    MM  MM 1013.4  20.0    MM  16.1   MM   MM    MM
2013 08 20 08 56 220  5.1   MM    MM    MM    MM  MM 1013.1  20.6    MM  16.1   MM   MM    MM
2013 08 20 07 56 220  4.6   MM    MM    MM    MM  MM 1012.9  20.6    MM  16.1   MM   MM    MM
2013 08 20 06 56 220  4.1   MM    MM    MM    MM  MM 1012.9  21.1    MM  16.1   MM   MM    MM
2013 08 20 05 56 220  4.1   MM    MM    MM    MM  MM 1013.1  22.2    MM  15.6   MM   MM    MM
2013 08 20 04 56 220  3.6   MM    MM    MM    MM  MM 1013.0  22.2    MM  15.6   MM   MM    MM
2013 08 20 03 56 210  3.1   MM    MM    MM    MM  MM 1013.1  22.8    MM  16.1   MM   MM    MM
2013 08 20 02 56 200  2.6   MM    MM    MM    MM  MM 1013.0  23.3    MM  16.1   MM   MM    MM
2013 08 20 01 56 210  2.6   MM    MM    MM    MM  MM 1012.8  23.9    MM  16.1   MM   MM    MM
2013 08 20 00 56 200  2.1   MM    MM    MM    MM  MM 1012.5  25.0    MM  16.7   MM   MM    MM
2013 08 19 23 56 190  2.6   MM    MM    MM    MM  MM 1012.4  26.7    MM  16.7   MM   MM    MM
2013 08 19 21 56 200  4.1   MM    MM    MM    MM  MM 1012.6  27.8    MM  16.1   MM   MM    MM
2013 08 19 20 56 230  3.1   MM    MM    MM    MM  MM 1012.5  28.9    MM  15.6   MM   MM    MM
2013 08 19 19 56 200  4.1   MM    MM    MM    MM  MM 1012.8  27.8    MM  15.6   MM   MM    MM
2013 08 19 18 56 190  5.1  7.7    MM    MM    MM  MM 1012.8  28.3    MM  15.0   MM   MM    MM
2013 08 19 17 56 210  3.6  7.2    MM    MM    MM  MM 1013.0  28.3    MM  14.4   MM   MM    MM
2013 08 19 16 56 190  4.1   MM    MM    MM    MM  MM 1013.2  27.8    MM  13.9   MM   MM    MM
2013 08 19 15 56  MM  3.1   MM    MM    MM    MM  MM 1014.4  25.6    MM  13.9   MM   MM    MM
2013 08 19 14 56 210  3.1   MM    MM    MM    MM  MM 1014.8  24.4    MM  13.9   MM   MM    MM
2013 08 19 13 56 210  5.1   MM    MM    MM    MM  MM 1015.4  21.7    MM  13.9   MM   MM    MM
2013 08 19 12 56 210  4.6   MM    MM    MM    MM  MM 1015.1  18.9    MM  12.8   MM   MM    MM
2013 08 19 11 56 220  4.6   MM    MM    MM    MM  MM 1015.6  17.2    MM  12.2   MM   MM    MM
2013 08 19 10 56 220  3.6   MM    MM    MM    MM  MM 1015.7  16.7    MM  12.8   MM   MM    MM
2013 08 19 09 56 230  4.6   MM    MM    MM    MM  MM 1016.0  16.7    MM  12.8   MM   MM    MM
2013 08 19 08 56 220  4.6   MM    MM    MM    MM  MM 1015.9  17.2    MM  12.8   MM   MM    MM
2013 08 19 07 56 220  4.1   MM    MM    MM    MM  MM 1015.9  17.8    MM  12.8   MM   MM    MM
2013 08 19 06 56 220  3.6   MM    MM    MM    MM  MM 1016.6  18.3    MM  12.8   MM   MM    MM
2013 08 19 05 56 210  3.1   MM    MM    MM    MM  MM 1016.6  18.9    MM  13.3   MM   MM    MM
2013 08 19 04 56 200  3.1   MM    MM    MM    MM  MM 1017.0  19.4    MM  13.3   MM   MM    MM
2013 08 19 03 56 200  2.1   MM    MM    MM    MM  MM 1016.9  19.4    MM  14.4   MM   MM    MM
2013 08 19 02 56 190  3.1   MM    MM    MM    MM  MM 1016.6  20.0    MM  14.4   MM   MM    MM
2013 08 19 01 56 200  2.1   MM    MM    MM    MM  MM 1017.4  20.6    MM  14.4   MM   MM    MM
2013 08 19 00 56 190  1.5   MM    MM    MM    MM  MM 1017.3  21.7    MM  13.9   MM   MM    MM
2013 08 18 23 56 190  3.1   MM    MM    MM    MM  MM 1017.3  24.4    MM  13.9   MM   MM    MM
2013 08 18 22 56 210  2.6   MM    MM    MM    MM  MM 1017.5  26.7    MM  12.8   MM   MM    MM
2013 08 18 21 56 200  3.1   MM    MM    MM    MM  MM 1017.8  27.2    MM  12.8   MM   MM    MM
2013 08 18 20 56  MM  2.1   MM    MM    MM    MM  MM 1018.0  27.8    MM  12.2   MM   MM    MM
2013 08 18 19 56  MM  3.1   MM    MM    MM    MM  MM 1018.3  28.3    MM  11.1   MM   MM    MM
2013 08 18 18 56 260  3.1   MM    MM    MM    MM  MM 1018.9  27.2    MM  11.7   MM   MM    MM
2013 08 18 17 56  MM  2.1   MM    MM    MM    MM  MM 1019.5  26.7    MM  13.3   MM   MM    MM
2013 08 18 16 56 220  2.6   MM    MM    MM    MM  MM 1020.1  26.1    MM  12.8   MM   MM    MM
2013 08 18 15 56 230  2.6   MM    MM    MM    MM  MM 1020.4  25.0    MM  13.3   MM   MM    MM
2013 08 18 14 56 220  2.6   MM    MM    MM    MM  MM 1020.9  23.3    MM  13.9   MM   MM    MM
2013 08 18 13 56 220  4.6   MM    MM    MM    MM  MM 1020.9  21.1    MM  13.3   MM   MM    MM
2013 08 18 12 56 220  3.6   MM    MM    MM    MM  MM 1021.1  20.6    MM  12.8   MM   MM    MM
2013 08 18 11 56 210  3.1   MM    MM    MM    MM  MM 1021.0  18.3    MM  11.7   MM   MM    MM
2013 08 18 10 56 210  4.1   MM    MM    MM    MM  MM 1020.9  16.7    MM  11.7   MM   MM    MM
2013 08 18 09 56 210  4.1   MM    MM    MM    MM  MM 1020.6  17.2    MM  11.1   MM   MM    MM
2013 08 18 08 56 220  4.1   MM    MM    MM    MM  MM 1020.5  17.8    MM  11.1   MM   MM    MM
2013 08 18 07 56 220  5.1   MM    MM    MM    MM  MM 1020.7  18.3    MM  10.6   MM   MM    MM
2013 08 18 06 56 220  4.1   MM    MM    MM    MM  MM 1020.8  18.9    MM  10.6   MM   MM    MM
2013 08 18 05 56 220  2.1   MM    MM    MM    MM  MM 1020.2  19.4    MM  10.6   MM   MM    MM
2013 08 18 04 56 190  2.1   MM    MM    MM    MM  MM 1020.1  18.9    MM  10.6   MM   MM    MM
2013 08 18 03 56 200  3.1   MM    MM    MM    MM  MM 1020.2  20.0    MM  10.6   MM   MM    MM
2013 08 18 02 56 200  2.6   MM    MM    MM    MM  MM 1020.3  20.6    MM  11.1   MM   MM    MM
2013 08 18 01 56 210  2.6   MM    MM    MM    MM  MM 1020.0  21.7    MM  12.2   MM   MM    MM
2013 08 18 00 56 200  2.6   MM    MM    MM    MM  MM 1019.8  23.3    MM  11.1   MM   MM    MM
2013 08 17 23 56 210  3.6  7.2    MM    MM    MM  MM 1019.9  25.6    MM  11.1   MM   MM    MM
2013 08 17 22 56 200  2.6   MM    MM    MM    MM  MM 1019.8  26.7    MM  12.2   MM   MM    MM
2013 08 17 21 56 220  3.1  7.7    MM    MM    MM  MM 1020.0  27.2    MM  12.8   MM   MM    MM
2013 08 17 20 56  20  3.1   MM    MM    MM    MM  MM 1020.3  24.4    MM  15.0   MM   MM    MM
2013 08 17 19 56  20  5.1   MM    MM    MM    MM  MM 1020.5  23.9    MM  15.0   MM   MM    MM
2013 08 17 18 56  50  4.1   MM    MM    MM    MM  MM 1021.0  24.4    MM  15.0   MM   MM    MM
2013 08 17 17 56 350  2.1   MM    MM    MM    MM  MM 1021.5  25.6    MM  14.4   MM   MM    MM
2013 08 17 16 56  40  3.1   MM    MM    MM    MM  MM 1021.9  23.3    MM  15.0   MM   MM    MM
2013 08 17 15 56  40  3.1   MM    MM    MM    MM  MM 1022.4  24.4    MM  16.1   MM   MM    MM
2013 08 17 14 56  MM    0   MM    MM    MM    MM  MM 1022.5  24.4    MM  14.4   MM   MM    MM
2013 08 17 13 56 180  2.6   MM    MM    MM    MM  MM 1022.5  21.7    MM  13.9   MM   MM    MM
2013 08 17 12 56 200  3.6   MM    MM    MM    MM  MM 1022.2  18.9    MM  12.8   MM   MM    MM
2013 08 17 11 56 190  4.1   MM    MM    MM    MM  MM 1022.1  16.1    MM  11.7   MM   MM    MM
2013 08 17 10 56 200  4.1   MM    MM    MM    MM  MM 1021.7  15.6    MM  11.7   MM   MM    MM
2013 08 17 09 56 200  4.1   MM    MM    MM    MM  MM 1021.6  16.1    MM  11.7   MM   MM    MM
2013 08 17 08 56 210  4.6   MM    MM    MM    MM  MM 1021.4  16.7    MM  11.7   MM   MM    MM
2013 08 17 07 56 200  4.1   MM    MM    MM    MM  MM 1021.3  17.2    MM  11.7   MM   MM    MM
2013 08 17 06 56 210  3.1   MM    MM    MM    MM  MM 1021.2  17.2    MM  11.7   MM   MM    MM
2013 08 17 05 56 210  3.1   MM    MM    MM    MM  MM 1021.3  18.3    MM  11.7   MM   MM    MM
2013 08 17 04 56 200  3.1   MM    MM    MM    MM  MM 1021.2  18.3    MM  11.7   MM   MM    MM
2013 08 17 03 56 200  2.6   MM    MM    MM    MM  MM 1021.2  16.7    MM  12.2   MM   MM    MM
2013 08 17 02 56 190  2.6   MM    MM    MM    MM  MM 1021.1  16.7    MM  12.8   MM   MM    MM
2013 08 17 01 56 220  1.5   MM    MM    MM    MM  MM 1021.0  18.9    MM  12.8   MM   MM    MM
2013 08 17 00 56  MM    0   MM    MM    MM    MM  MM 1020.9  19.4    MM  14.4   MM   MM    MM
2013 08 16 23 56  60  1.5   MM    MM    MM    MM  MM 1020.9  20.0    MM  13.9   MM   MM    MM
2013 08 16 22 56  MM    0   MM    MM    MM    MM  MM 1020.8  21.1    MM  13.3   MM   MM    MM
2013 08 16 21 56  40  2.1   MM    MM    MM    MM  MM 1020.6  21.1    MM  13.3   MM   MM    MM
2013 08 16 20 56  30  3.6   MM    MM    MM    MM  MM 1020.5  22.2    MM  13.9   MM   MM    MM
2013 08 16 19 56  40  4.6   MM    MM    MM    MM  MM 1020.7  22.8    MM  13.9   MM   MM    MM
2013 08 16 18 56 340  3.1   MM    MM    MM    MM  MM 1020.3  25.0    MM  12.8   MM   MM    MM
2013 08 16 17 56 210  2.6   MM    MM    MM    MM  MM 1020.4  26.1    MM  10.0   MM   MM    MM
2013 08 16 16 56  MM    0   MM    MM    MM    MM  MM 1020.7  25.0    MM  10.0   MM   MM    MM
2013 08 16 15 56 170  2.6   MM    MM    MM    MM  MM 1020.8  23.3    MM  11.1   MM   MM    MM
2013 08 16 14 56 200  3.6   MM    MM    MM    MM  MM 1020.7  22.8    MM  10.6   MM   MM    MM
2013 08 16 13 56 180  2.1   MM    MM    MM    MM  MM 1020.6  20.6    MM  11.7   MM   MM    MM
2013 08 16 12 56 180  3.1   MM    MM    MM    MM  MM 1020.5  16.1    MM  10.0   MM   MM    MM
2013 08 16 11 56 170  3.1   MM    MM    MM    MM  MM 1020.2  11.7    MM   8.3   MM   MM    MM
2013 08 16 10 56 180  3.1   MM    MM    MM    MM  MM 1020.0  10.0    MM   7.8   MM   MM    MM
2013 08 16 09 56 180  3.1   MM    MM    MM    MM  MM 1019.8  10.0    MM   7.8   MM   MM    MM
2013 08 16 08 56 180  3.1   MM    MM    MM    MM  MM 1019.5  10.6    MM   7.8   MM   MM    MM
2013 08 16 07 56 190  2.6   MM    MM    MM    MM  MM 1019.4  11.1    MM   8.3   MM   MM    MM
2013 08 16 06 56 180  3.6   MM    MM    MM    MM  MM 1019.2  11.1    MM   8.3   MM   MM    MM
2013 08 16 05 56 180  4.1   MM    MM    MM    MM  MM 1019.1  11.7    MM   9.4   MM   MM    MM
2013 08 16 04 56 190  1.5   MM    MM    MM    MM  MM 1019.4  12.2    MM   9.4   MM   MM    MM
2013 08 16 03 56 180  3.6   MM    MM    MM    MM  MM 1019.2  12.8    MM  10.0   MM   MM    MM
2013 08 16 02 56 190  2.6   MM    MM    MM    MM  MM 1019.0  13.9    MM  11.1   MM   MM    MM
2013 08 16 00 56  MM    0   MM    MM    MM    MM  MM 1018.3  17.8    MM  11.7   MM   MM    MM
2013 08 15 23 56  MM    0   MM    MM    MM    MM  MM 1018.2  20.0    MM  12.8   MM   MM    MM
2013 08 15 22 56 330  4.6   MM    MM    MM    MM  MM 1017.8  22.2    MM  10.6   MM   MM    MM
2013 08 15 21 56 320  3.6   MM    MM    MM    MM  MM 1017.7  22.8    MM  11.1   MM   MM    MM
2013 08 15 20 56 330  2.6   MM    MM    MM    MM  MM 1017.6  22.8    MM  10.6   MM   MM    MM
2013 08 15 19 56 330  3.6   MM    MM    MM    MM  MM 1017.9  22.2    MM  11.1   MM   MM    MM
2013 08 15 18 56 350  5.1   MM    MM    MM    MM  MM 1017.8  22.8    MM  10.0   MM   MM    MM
2013 08 15 17 56 350  3.6   MM    MM    MM    MM  MM 1017.7  22.2    MM   9.4   MM   MM    MM
2013 08 15 16 56 340  5.1   MM    MM    MM    MM  MM 1018.1  21.7    MM   9.4   MM   MM    MM
2013 08 15 15 56 350  4.6   MM    MM    MM    MM  MM 1018.2  21.1    MM  10.6   MM   MM    MM
2013 08 15 14 56  60  2.6   MM    MM    MM    MM  MM 1018.2  20.6    MM  11.7   MM   MM    MM
2013 08 15 13 56  MM  2.1   MM    MM    MM    MM  MM 1018.1  20.6    MM   8.9   MM   MM    MM
2013 08 15 12 56 160  2.6   MM    MM    MM    MM  MM 1018.2  13.9    MM   7.8   MM   MM    MM
2013 08 15 11 56 170  4.1   MM    MM    MM    MM  MM 1018.0  10.0    MM   5.6   MM   MM    MM
2013 08 15 10 56 180  4.1   MM    MM    MM    MM  MM 1017.8   8.3    MM   5.0   MM   MM    MM
2013 08 15 09 56 180  4.1   MM    MM    MM    MM  MM 1017.8   7.8    MM   5.0   MM   MM    MM
2013 08 15 08 56 170  4.6   MM    MM    MM    MM  MM 1017.7   7.8    MM   5.0   MM   MM    MM
2013 08 15 07 56 180  4.6   MM    MM    MM    MM  MM 1017.7   7.8    MM   5.0   MM   MM    MM
2013 08 15 06 56 180  4.1   MM    MM    MM    MM  MM 1018.2   8.3    MM   5.6   MM   MM    MM
2013 08 15 05 56 180  4.6   MM    MM    MM    MM  MM 1018.5   8.9    MM   5.6   MM   MM    MM
2013 08 15 04 56 180  4.1   MM    MM    MM    MM  MM 1018.8   9.4    MM   6.1   MM   MM    MM
2013 08 15 03 56 180  3.6   MM    MM    MM    MM  MM 1018.8  10.0    MM   6.7   MM   MM    MM
2013 08 15 02 56 180  3.1   MM    MM    MM    MM  MM 1018.9  10.6    MM   7.8   MM   MM    MM
2013 08 15 01 56 180  2.6   MM    MM    MM    MM  MM 1019.0  12.2    MM   8.3   MM   MM    MM
2013 08 15 00 56 180  1.5   MM    MM    MM    MM  MM 1018.9  15.0    MM   7.8   MM   MM    MM
2013 08 14 23 56  MM    0   MM    MM    MM    MM  MM 1019.0  18.9    MM   8.9   MM   MM    MM
2013 08 14 22 56 330  3.6   MM    MM    MM    MM  MM 1019.4  19.4    MM   7.2   MM   MM    MM
2013 08 14 21 56 350  4.1   MM    MM    MM    MM  MM 1019.7  19.4    MM   7.8   MM   MM    MM
2013 08 14 20 56 340  4.1   MM    MM    MM    MM  MM 1019.9  20.0    MM   6.7   MM   MM    MM
2013 08 14 19 56 350  5.7   MM    MM    MM    MM  MM 1020.1  19.4    MM   8.3   MM   MM    MM
2013 08 14 18 56 360  4.6   MM    MM    MM    MM  MM 1020.5  19.4    MM   6.7   MM   MM    MM
2013 08 14 17 56 340  5.7   MM    MM    MM    MM  MM 1020.7  18.9    MM   6.1   MM   MM    MM
2013 08 14 16 56 340  5.1   MM    MM    MM    MM  MM 1021.2  18.3    MM   8.9   MM   MM    MM
2013 08 14 15 56 350  4.1   MM    MM    MM    MM  MM 1021.3  18.3    MM   9.4   MM   MM    MM
2013 08 14 14 56 340  6.2   MM    MM    MM    MM  MM 1021.6  17.2    MM  10.0   MM   MM    MM
2013 08 14 13 56 310  3.6   MM    MM    MM    MM  MM 1021.9  16.1    MM  10.0   MM   MM    MM
2013 08 14 12 56 320  3.6   MM    MM    MM    MM  MM 1021.8  14.4    MM   9.4   MM   MM    MM
2013 08 14 11 56  MM    0   MM    MM    MM    MM  MM 1021.7   9.4    MM   7.2   MM   MM    MM
