#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2014 08 26 21 51 340  5.7  8.8    MM    MM    MM  MM 1017.9  16.7    MM   8.3   MM   MM    MM
2014 08 26 20 51 350  8.2   MM    MM    MM    MM  MM 1017.9  15.6    MM   9.4   MM   MM    MM
2014 08 26 19 51 330  4.6 11.8    MM    MM    MM  MM 1017.7  17.2    MM   8.9   MM   MM    MM
2014 08 26 18 51 350  5.7  9.3    MM    MM    MM  MM 1018.1  14.4    MM   8.9   MM   MM    MM
2014 08 26 17 51 350  6.2   MM    MM    MM    MM  MM 1017.5  16.1    MM   9.4   MM   MM    MM
2014 08 26 16 51 340  6.7 10.8    MM    MM    MM  MM 1017.3  16.1    MM   8.9   MM   MM    MM
2014 08 26 15 51 340  5.1 10.3    MM    MM    MM  MM 1017.0  16.7    MM   8.9   MM   MM    MM
2014 08 26 14 51 330  5.1 10.3    MM    MM    MM  MM 1016.6  16.1    MM   8.9   MM   MM    MM
2014 08 26 13 51 330  5.7 10.3    MM    MM    MM  MM 1016.0  15.6    MM   9.4   MM   MM    MM
2014 08 26 12 51 320  6.7 10.3    MM    MM    MM  MM 1015.6  15.0    MM   9.4   MM   MM    MM
2014 08 26 11 51 300  4.6  8.8    MM    MM    MM  MM 1015.7  14.4    MM   9.4   MM   MM    MM
2014 08 26 10 51 310  4.1  7.7    MM    MM    MM  MM 1014.4  14.4    MM  10.0   MM   MM    MM
2014 08 26 09 51  MM  3.1  8.8    MM    MM    MM  MM 1013.5  15.0    MM  10.6   MM   MM    MM
2014 08 26 08 51 320  3.6   MM    MM    MM    MM  MM 1013.4  15.6    MM  11.1   MM   MM    MM
2014 08 26 07 51 330  4.1  7.7    MM    MM    MM  MM 1013.1  16.1    MM  11.7   MM   MM    MM
2014 08 26 06 51 320  4.6 10.3    MM    MM    MM  MM 1012.7  17.2    MM  11.7   MM   MM    MM
2014 08 26 05 51  MM  3.1   MM    MM    MM    MM  MM 1012.3  17.2    MM  11.7   MM   MM    MM
2014 08 26 04 51  MM  2.1   MM    MM    MM    MM  MM 1011.7  18.3    MM  11.7   MM   MM    MM
2014 08 26 03 51 300  4.1 10.8    MM    MM    MM  MM 1011.0  19.4    MM  11.1   MM   MM    MM
2014 08 26 02 51 330  6.2 13.4    MM    MM    MM  MM 1010.1  20.0    MM  11.7   MM   MM    MM
2014 08 26 01 51 320  6.7 13.9    MM    MM    MM  MM 1009.4  21.1    MM  11.7   MM   MM    MM
2014 08 26 00 51 320  5.1 11.3    MM    MM    MM  MM 1008.8  22.2    MM  11.1   MM   MM    MM
2014 08 25 23 51  MM  3.1   MM    MM    MM    MM  MM 1008.9  23.3    MM  12.2   MM   MM    MM
2014 08 25 22 51 350  4.6  9.3    MM    MM    MM  MM 1009.2  21.1    MM  16.7   MM   MM    MM
2014 08 25 21 51  10  1.5   MM    MM    MM    MM  MM 1008.5  21.7    MM  18.3   MM   MM    MM
2014 08 25 20 51  MM    0   MM    MM    MM    MM  MM 1009.0  20.0    MM  17.2   MM   MM    MM
2014 08 25 19 51 360  1.5   MM    MM    MM    MM  MM 1009.0  21.7    MM  17.8   MM   MM    MM
2014 08 25 18 51  MM  2.6   MM    MM    MM    MM  MM 1009.6  25.0    MM  18.9   MM   MM    MM
2014 08 25 17 51 230  5.1  8.2    MM    MM    MM  MM 1009.9  24.4    MM  18.9   MM   MM    MM
2014 08 25 16 51  MM   MM   MM    MM    MM    MM  MM 1010.0  23.9    MM  18.9   MM   MM    MM
2014 08 25 15 51  MM  2.1   MM    MM    MM    MM  MM 1010.4  23.3    MM  18.9   MM   MM    MM
2014 08 25 14 51  MM    0   MM    MM    MM    MM  MM 1010.9  21.1    MM  17.8   MM   MM    MM
2014 08 25 13 51  MM    0   MM    MM    MM    MM  MM 1011.0  16.1    MM  15.0   MM   MM    MM
2014 08 25 12 51 230  3.1   MM    MM    MM    MM  MM 1010.6  20.0    MM  17.8   MM   MM    MM
2014 08 25 11 51 240  5.1  8.8    MM    MM    MM  MM 1009.9  19.4    MM  17.8   MM   MM    MM
2014 08 25 10 51 200  5.7  9.3    MM    MM    MM  MM 1011.5  18.9    MM  17.8   MM   MM    MM
2014 08 25 09 51  MM  1.5   MM    MM    MM    MM  MM 1013.5  17.8    MM  17.2   MM   MM    MM
2014 08 25 08 51  MM    0   MM    MM    MM    MM  MM 1013.4  17.8    MM  17.2   MM   MM    MM
2014 08 25 07 51 340  4.1  7.7    MM    MM    MM  MM 1013.5  19.4    MM  17.2   MM   MM    MM
2014 08 25 06 51 220  3.6   MM    MM    MM    MM  MM 1011.9  18.3    MM  16.1   MM   MM    MM
2014 08 25 05 51  MM  2.1   MM    MM    MM    MM  MM 1012.0  19.4    MM  16.1   MM   MM    MM
2014 08 25 04 51 220  7.7 13.4    MM    MM    MM  MM 1011.0  20.6    MM  16.7   MM   MM    MM
2014 08 25 03 51 220  8.2 15.4    MM    MM    MM  MM 1011.1  20.6    MM  17.2   MM   MM    MM
2014 08 25 02 51 210  7.2 13.9    MM    MM    MM  MM 1011.9  21.7    MM  17.2   MM   MM    MM
2014 08 25 01 51 210  7.7 14.9    MM    MM    MM  MM 1012.2  21.7    MM  16.7   MM   MM    MM
2014 08 25 00 51 210  7.2 16.0    MM    MM    MM  MM 1012.0  21.7    MM  16.7   MM   MM    MM
2014 08 24 23 51 200  7.7 15.4    MM    MM    MM  MM 1012.0  21.1    MM  16.7   MM   MM    MM
2014 08 24 22 51 200  7.7 15.4    MM    MM    MM  MM 1012.4  22.2    MM  17.2   MM   MM    MM
2014 08 24 21 51 190  7.2 13.4    MM    MM    MM  MM 1013.2  22.8    MM  17.8   MM   MM    MM
2014 08 24 20 51 200  8.2 13.9    MM    MM    MM  MM 1013.6  22.8    MM  17.8   MM   MM    MM
2014 08 24 19 51 200  5.1 10.8    MM    MM    MM  MM 1014.4  23.3    MM  17.8   MM   MM    MM
2014 08 24 18 51 190  4.1 11.8    MM    MM    MM  MM 1015.2  22.2    MM  17.2   MM   MM    MM
2014 08 24 17 51 190  5.1 10.3    MM    MM    MM  MM 1015.6  21.1    MM  16.7   MM   MM    MM
2014 08 24 16 51 190  4.6 10.8    MM    MM    MM  MM 1016.6  20.6    MM  16.7   MM   MM    MM
2014 08 24 15 51 190  6.7 10.8    MM    MM    MM  MM 1016.5  19.4    MM  16.1   MM   MM    MM
2014 08 24 14 51 180  4.1  9.3    MM    MM    MM  MM 1017.1  19.4    MM  16.7   MM   MM    MM
2014 08 24 13 51 190  4.6  9.3    MM    MM    MM  MM 1017.0  18.9    MM  16.1   MM   MM    MM
2014 08 24 12 51 200  5.1 11.3    MM    MM    MM  MM 1017.2  18.3    MM  16.1   MM   MM    MM
2014 08 24 11 51 200  5.1 10.8    MM    MM    MM  MM 1017.2  18.3    MM  15.6   MM   MM    MM
2014 08 24 10 51 190  4.6  8.8    MM    MM    MM  MM 1017.1  18.9    MM  16.1   MM   MM    MM
2014 08 24 09 51 190  5.7  8.8    MM    MM    MM  MM 1017.1  19.4    MM  16.1   MM   MM    MM
2014 08 24 08 51 190  3.1   MM    MM    MM    MM  MM 1017.6  19.4    MM  15.6   MM   MM    MM
2014 08 24 07 51 190  3.6   MM    MM    MM    MM  MM 1017.9  20.0    MM  16.1   MM   MM    MM
2014 08 24 06 51 200  2.6   MM    MM    MM    MM  MM 1017.7  20.6    MM  16.7   MM   MM    MM
2014 08 24 05 51  MM  2.1   MM    MM    MM    MM  MM 1018.1  19.4    MM  16.7   MM   MM    MM
2014 08 24 04 51  MM    0   MM    MM    MM    MM  MM 1018.5  11.7    MM  10.6   MM   MM    MM
2014 08 24 03 51  MM    0   MM    MM    MM    MM  MM 1018.5  11.7    MM  10.6   MM   MM    MM
2014 08 24 02 51  MM    0   MM    MM    MM    MM  MM 1018.7  12.8    MM  11.1   MM   MM    MM
2014 08 24 01 51  MM    0   MM    MM    MM    MM  MM 1018.6  13.9    MM  12.2   MM   MM    MM
2014 08 24 00 51 130  2.1   MM    MM    MM    MM  MM 1018.2  16.7    MM  15.0   MM   MM    MM
2014 08 23 23 51 190  2.1   MM    MM    MM    MM  MM 1018.0  20.6    MM  17.2   MM   MM    MM
2014 08 23 22 51 210  3.6   MM    MM    MM    MM  MM 1018.2  20.6    MM  17.2   MM   MM    MM
2014 08 23 21 51  MM    0   MM    MM    MM    MM  MM 1018.3  20.0    MM  17.8   MM   MM    MM
2014 08 23 20 51 170  3.1   MM    MM    MM    MM  MM 1018.2  20.6    MM  17.2   MM   MM    MM
2014 08 23 19 51 190  3.6   MM    MM    MM    MM  MM 1018.4  20.6    MM  17.8   MM   MM    MM
2014 08 23 18 51  MM  3.1   MM    MM    MM    MM  MM 1018.0  21.1    MM  17.8   MM   MM    MM
2014 08 23 17 51  MM  2.1   MM    MM    MM    MM  MM 1018.0  22.8    MM  17.2   MM   MM    MM
2014 08 23 16 51 130  3.1   MM    MM    MM    MM  MM 1018.2  19.4    MM  14.4   MM   MM    MM
2014 08 23 15 51  MM    0   MM    MM    MM    MM  MM 1018.4  16.7    MM  12.8   MM   MM    MM
2014 08 23 14 51 120  2.1   MM    MM    MM    MM  MM 1018.7  14.4    MM  12.8   MM   MM    MM
2014 08 23 13 51  MM    0   MM    MM    MM    MM  MM 1017.9  15.0    MM  12.8   MM   MM    MM
2014 08 23 12 51 110  1.5   MM    MM    MM    MM  MM 1018.1  13.9    MM  12.8   MM   MM    MM
2014 08 23 11 51  MM    0   MM    MM    MM    MM  MM 1018.3  12.2    MM  11.7   MM   MM    MM
2014 08 23 10 51  MM  1.5   MM    MM    MM    MM  MM 1018.2  12.2    MM  11.1   MM   MM    MM
2014 08 23 09 51  MM    0   MM    MM    MM    MM  MM 1017.6  12.2    MM  11.1   MM   MM    MM
2014 08 23 08 51  MM    0   MM    MM    MM    MM  MM 1017.5  13.3    MM  12.2   MM   MM    MM
2014 08 23 07 51  MM    0   MM    MM    MM    MM  MM 1017.4  13.9    MM  12.8   MM   MM    MM
2014 08 23 06 51  MM    0   MM    MM    MM    MM  MM 1017.6  12.8    MM  11.1   MM   MM    MM
2014 08 23 05 51  MM    0   MM    MM    MM    MM  MM 1017.3  12.8    MM  11.7   MM   MM    MM
2014 08 23 04 51  MM    0   MM    MM    MM    MM  MM 1017.7  11.7    MM  10.6   MM   MM    MM
2014 08 23 03 51  MM    0   MM    MM    MM    MM  MM 1017.6  11.7    MM  10.6   MM   MM    MM
2014 08 23 02 51  MM    0   MM    MM    MM    MM  MM 1017.1  12.2    MM  11.7   MM   MM    MM
2014 08 23 01 51 150  1.5   MM    MM    MM    MM  MM 1017.0  13.3    MM  12.2   MM   MM    MM
2014 08 23 00 51  MM    0   MM    MM    MM    MM  MM 1016.8  12.8    MM  11.7   MM   MM    MM
2014 08 22 23 51  90  1.5   MM    MM    MM    MM  MM 1016.4  12.8    MM  10.6   MM   MM    MM
2014 08 22 22 51  MM    0   MM    MM    MM    MM  MM 1016.0  15.6    MM  13.3   MM   MM    MM
2014 08 22 21 51  MM    0   MM    MM    MM    MM  MM 1016.3  14.4    MM  12.2   MM   MM    MM
2014 08 22 20 51 100  1.5   MM    MM    MM    MM  MM 1015.7  16.1    MM  12.8   MM   MM    MM
2014 08 22 19 51  MM  1.5   MM    MM    MM    MM  MM 1015.6  16.7    MM  12.8   MM   MM    MM
2014 08 22 18 51  MM    0   MM    MM    MM    MM  MM 1015.9  17.2    MM  13.3   MM   MM    MM
2014 08 22 17 51 160  2.1   MM    MM    MM    MM  MM 1015.8  18.9    MM  13.9   MM   MM    MM
2014 08 22 16 51  MM  1.5   MM    MM    MM    MM  MM 1015.6  14.4    MM  11.7   MM   MM    MM
2014 08 22 15 51  MM    0   MM    MM    MM    MM  MM 1015.2  16.1    MM  13.3   MM   MM    MM
2014 08 22 14 51  MM    0   MM    MM    MM    MM  MM 1015.2  17.2    MM  15.0   MM   MM    MM
2014 08 22 13 51  MM    0   MM    MM    MM    MM  MM 1015.0  16.1    MM  13.9   MM   MM    MM
2014 08 22 12 51  MM    0   MM    MM    MM    MM  MM 1015.2  14.4    MM  12.2   MM   MM    MM
2014 08 22 11 51  MM    0   MM    MM    MM    MM  MM 1015.1  13.3    MM  11.7   MM   MM    MM
2014 08 22 10 51  MM    0   MM    MM    MM    MM  MM 1014.2  15.6    MM  14.4   MM   MM    MM
2014 08 22 09 51  MM    0   MM    MM    MM    MM  MM 1014.0  15.0    MM  13.3   MM   MM    MM
2014 08 22 08 51  MM    0   MM    MM    MM    MM  MM 1013.6  15.6    MM  13.9   MM   MM    MM
2014 08 22 07 51  MM    0   MM    MM    MM    MM  MM 1013.9  15.0    MM  12.8   MM   MM    MM
2014 08 22 06 51  MM    0   MM    MM    MM    MM  MM 1014.1  11.7    MM  10.6   MM   MM    MM
2014 08 22 05 51  MM    0   MM    MM    MM    MM  MM 1014.4  12.8    MM  11.7   MM   MM    MM
2014 08 22 04 51 230  2.6   MM    MM    MM    MM  MM 1014.3  14.4    MM  12.8   MM   MM    MM
2014 08 22 03 51  MM    0   MM    MM    MM    MM  MM 1014.7  13.3    MM  12.8   MM   MM    MM
2014 08 22 02 51  MM    0   MM    MM    MM    MM  MM 1014.6  13.9    MM  12.8   MM   MM    MM
2014 08 22 01 51  MM    0   MM    MM    MM    MM  MM 1014.8  14.4    MM  12.8   MM   MM    MM
2014 08 22 00 51  MM    0   MM    MM    MM    MM  MM 1014.1  15.0    MM  12.8   MM   MM    MM
2014 08 21 23 51  MM  1.5   MM    MM    MM    MM  MM 1013.8  16.1    MM  14.4   MM   MM    MM
2014 08 21 22 51 120  2.6   MM    MM    MM    MM  MM 1013.9  16.7    MM  13.9   MM   MM    MM
2014 08 21 21 51 120  2.6   MM    MM    MM    MM  MM 1014.1  15.6    MM  13.3   MM   MM    MM
2014 08 21 20 51  MM    0   MM    MM    MM    MM  MM 1014.3  17.2    MM  13.9   MM   MM    MM
2014 08 21 19 51  MM  2.6   MM    MM    MM    MM  MM 1014.3  17.2    MM  15.0   MM   MM    MM
2014 08 21 18 51 120  3.6   MM    MM    MM    MM  MM 1014.5  16.1    MM  13.9   MM   MM    MM
2014 08 21 17 51  MM  1.5   MM    MM    MM    MM  MM 1014.2  18.3    MM  16.1   MM   MM    MM
2014 08 21 16 51 100  1.5   MM    MM    MM    MM  MM 1014.6  15.6    MM  14.4   MM   MM    MM
2014 08 21 15 51  MM  1.5   MM    MM    MM    MM  MM 1015.0  15.0    MM  13.9   MM   MM    MM
2014 08 21 14 51  MM  1.5   MM    MM    MM    MM  MM 1014.7  15.0    MM  13.9   MM   MM    MM
2014 08 21 13 51  MM    0   MM    MM    MM    MM  MM 1015.3  13.9    MM  13.3   MM   MM    MM
2014 08 21 12 51  MM    0   MM    MM    MM    MM  MM 1015.3  13.9    MM  13.3   MM   MM    MM
2014 08 21 11 51  MM    0   MM    MM    MM    MM  MM 1015.1  13.9    MM  13.3   MM   MM    MM
2014 08 21 10 51  MM    0   MM    MM    MM    MM  MM 1014.3  12.8    MM  12.2   MM   MM    MM
2014 08 21 09 51  MM    0   MM    MM    MM    MM  MM 1014.5  12.2    MM  11.7   MM   MM    MM
2014 08 21 08 51  MM    0   MM    MM    MM    MM  MM 1014.5  15.0    MM  14.4   MM   MM    MM
2014 08 21 07 51  MM    0   MM    MM    MM    MM  MM 1014.5  15.0    MM  13.9   MM   MM    MM
2014 08 21 06 51  MM    0   MM    MM    MM    MM  MM 1014.1  13.9    MM  13.3   MM   MM    MM
2014 08 21 05 51  MM    0   MM    MM    MM    MM  MM 1013.9  13.9    MM  13.3   MM   MM    MM
2014 08 21 04 51 340  1.5   MM    MM    MM    MM  MM 1014.6  13.3    MM  12.8   MM   MM    MM
2014 08 21 03 51 360  2.6   MM    MM    MM    MM  MM 1014.7  12.8    MM  11.7   MM   MM    MM
2014 08 21 02 51  MM    0   MM    MM    MM    MM  MM 1014.5  12.8    MM  11.7   MM   MM    MM
2014 08 21 01 51  MM    0   MM    MM    MM    MM  MM 1014.0  12.8    MM  12.2   MM   MM    MM
2014 08 21 00 51  MM    0   MM    MM    MM    MM  MM 1013.8  12.8    MM  12.2   MM   MM    MM
2014 08 20 23 51  MM    0   MM    MM    MM    MM  MM 1013.3  12.8    MM  12.2   MM   MM    MM
2014 08 20 22 51  MM    0   MM    MM    MM    MM  MM 1013.2  12.8    MM  11.7   MM   MM    MM
2014 08 20 21 51  30  1.5   MM    MM    MM    MM  MM 1012.9  13.3    MM  12.8   MM   MM    MM
2014 08 20 20 51 350  2.1   MM    MM    MM    MM  MM 1012.5  12.8    MM  12.2   MM   MM    MM
2014 08 20 19 51 350  3.1   MM    MM    MM    MM  MM 1012.4  11.7    MM  11.1   MM   MM    MM
2014 08 20 18 51 350  3.1   MM    MM    MM    MM  MM 1012.1  11.7    MM  11.1   MM   MM    MM
2014 08 20 17 51 350  2.6   MM    MM    MM    MM  MM 1012.0  11.7    MM  11.1   MM   MM    MM
2014 08 20 16 51 360  3.1   MM    MM    MM    MM  MM 1011.5  11.7    MM  11.1   MM   MM    MM
2014 08 20 15 51 360  4.6   MM    MM    MM    MM  MM 1010.9  11.7    MM  11.1   MM   MM    MM
2014 08 20 14 51 360  4.6   MM    MM    MM    MM  MM 1010.4  11.7    MM  11.1   MM   MM    MM
2014 08 20 13 51 350  3.6   MM    MM    MM    MM  MM 1009.9  12.2    MM  11.7   MM   MM    MM
2014 08 20 12 51 360  3.6   MM    MM    MM    MM  MM 1009.5  12.2    MM  11.7   MM   MM    MM
2014 08 20 11 51 350  3.6   MM    MM    MM    MM  MM 1009.6  12.8    MM  12.2   MM   MM    MM
2014 08 20 10 51 350  4.6   MM    MM    MM    MM  MM 1009.0  13.3    MM  12.2   MM   MM    MM
2014 08 20 09 51 350  4.6   MM    MM    MM    MM  MM 1008.5  13.3    MM  12.8   MM   MM    MM
2014 08 20 08 51 350  4.1   MM    MM    MM    MM  MM 1008.3  13.3    MM  12.8   MM   MM    MM
2014 08 20 07 51 350  4.1   MM    MM    MM    MM  MM 1008.2  12.8    MM  12.2   MM   MM    MM
2014 08 20 06 51 350  2.6   MM    MM    MM    MM  MM 1008.0  13.3    MM  12.8   MM   MM    MM
2014 08 20 05 51 350  3.1   MM    MM    MM    MM  MM 1007.9  13.3    MM  12.8   MM   MM    MM
2014 08 20 04 51 350  3.1   MM    MM    MM    MM  MM 1007.6  13.3    MM  12.2   MM   MM    MM
2014 08 20 03 51 350  3.1   MM    MM    MM    MM  MM 1007.6  12.8    MM  12.2   MM   MM    MM
2014 08 20 02 51  MM    0   MM    MM    MM    MM  MM 1007.4  12.8    MM  11.7   MM   MM    MM
2014 08 20 01 51  MM    0   MM    MM    MM    MM  MM 1007.6  12.2    MM  11.7   MM   MM    MM
2014 08 20 00 51  MM    0   MM    MM    MM    MM  MM 1006.9  11.7    MM  10.6   MM   MM    MM
2014 08 19 23 51  MM    0   MM    MM    MM    MM  MM 1006.8  11.1    MM  10.0   MM   MM    MM
2014 08 19 22 51  MM    0   MM    MM    MM    MM  MM 1006.2  11.1    MM  10.6   MM   MM    MM
