#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2014 08 28 12 50 150  2.0  3.0   0.1    MM   2.6  MM 1020.5  14.0  13.2    MM   MM +0.0    MM
2014 08 28 11 50 140  3.0  3.0   0.2    MM   2.6  MM 1020.4  14.0  13.2    MM   MM   MM    MM
2014 08 28 10 50 140  3.0  3.0   0.2    MM   2.5  MM 1020.5  14.2  13.4    MM   MM -0.4    MM
2014 08 28 09 50 150  3.0  3.0   0.1    MM   2.5  MM 1020.5  14.0  13.7    MM   MM   MM    MM
2014 08 28 08 50 150  2.0  3.0   0.1    MM   2.5  MM 1020.4  14.1  13.9    MM   MM   MM    MM
2014 08 28 07 50 150  3.0  3.0   0.1    MM   2.9  MM 1020.9  14.2  13.9    MM   MM   MM    MM
2014 08 28 06 50 150  3.0  4.0   0.1    MM   3.1  MM 1021.0  14.4  13.8    MM   MM +0.0    MM
2014 08 28 05 50 150  3.0  4.0   0.1    MM   2.9  MM 1021.1  14.3  13.7    MM   MM +0.0    MM
2014 08 28 04 50 150  3.0  3.0   0.2    MM   3.1  MM 1020.9  14.3  13.6    MM   MM -0.4    MM
2014 08 28 03 50 150  3.0  3.0   0.1    MM   2.9  MM 1021.0  14.3  13.2    MM   MM   MM    MM
2014 08 28 02 50 170  2.0  2.0   0.1    MM   2.7  MM 1021.2  13.9  12.8    MM   MM   MM    MM
2014 08 28 01 50 190  1.0  2.0   0.2    MM   2.7  MM 1021.3  14.1  12.9    MM   MM   MM    MM
2014 08 28 00 50 200  3.0  3.0   0.1    MM   2.6  MM 1021.0  14.1  13.1    MM   MM -0.7    MM
2014 08 27 23 50 200  3.0  3.0   0.1    MM   2.6  MM 1021.2  14.5  13.3    MM   MM -0.9    MM
2014 08 27 22 50 200  2.0  2.0   0.2    MM   2.6  MM 1021.4  14.5  13.5    MM   MM -1.1    MM
2014 08 27 21 50 220  2.0  2.0   0.2    MM   2.7  MM 1021.7  14.4  13.5    MM   MM   MM    MM
2014 08 27 20 50 220  4.0  4.0   0.3     3   2.9  MM 1022.1  14.3  13.5    MM   MM -0.9    MM
2014 08 27 19 50 240  4.0  5.0   0.3     3   3.1  MM 1022.5  14.1  13.4    MM   MM -0.4    MM
2014 08 27 18 50 250  4.0  4.0   0.3     3   3.1  MM 1022.9  13.8  13.3    MM   MM +0.0    MM
2014 08 27 17 50 250  4.0  4.0   0.2    MM   2.9  MM 1023.0  13.6  13.5    MM   MM +0.4    MM
2014 08 27 16 50 250  3.0  4.0   0.1    MM   2.8  MM 1022.9  13.4  13.4    MM   MM   MM    MM
2014 08 27 15 50 260  3.0  4.0   0.1    MM   3.3  MM 1023.0  13.2  13.3    MM   MM +0.6    MM
2014 08 27 14 50 270  3.0  3.0   0.1    MM   3.2  MM 1022.6  13.1  13.0    MM   MM +0.4    MM
2014 08 27 13 50 280  2.0  2.0   0.1    MM   3.0  MM 1022.4  13.0  12.4    MM   MM +0.6    MM
2014 08 27 12 50 280  3.0  4.0   0.1    MM   2.9  MM 1022.4  13.1  12.0    MM   MM +0.9    MM
2014 08 27 11 50 280  3.0  3.0   0.1    MM   2.9  MM 1022.2  13.2  11.9    MM   MM   MM    MM
2014 08 27 10 50 290  3.0  3.0   0.1    MM   2.8  MM 1021.8  13.2  12.1    MM   MM +0.6    MM
2014 08 27 09 50 280  3.0  4.0   0.2    MM   2.8  MM 1021.5  13.5  12.3    MM   MM   MM    MM
2014 08 27 08 50 280  3.0  3.0   0.2    MM   2.8  MM 1021.2  13.5  12.6    MM   MM   MM    MM
2014 08 27 07 50 280  3.0  3.0   0.3     3   2.8  MM 1021.2  13.8  12.6    MM   MM +0.6    MM
2014 08 27 06 50 300  3.0  3.0   0.3     3   2.8  MM 1021.2  14.1  12.6    MM   MM +1.0    MM
2014 08 27 05 50 300  4.0  5.0   0.3     3   3.0  MM 1021.0  14.2  12.8    MM   MM +0.7    MM
2014 08 27 04 50 280  3.0  3.0   0.3     4   3.3  MM 1020.6  14.3  12.7    MM   MM   MM    MM
2014 08 27 03 50 330  4.0  4.0   0.4     4   3.4  MM 1020.2  14.3  12.7    MM   MM +0.3    MM
2014 08 27 02 50 310  2.0  2.0   0.4     5   3.6  MM 1020.3  14.5  12.7    MM   MM   MM    MM
2014 08 27 01 50 290  2.0  2.0   0.5     5   3.7  MM 1020.2  13.9  12.5    MM   MM +1.2    MM
2014 08 27 00 50 260  2.0  3.0   0.6     5   3.8  MM 1019.9  13.8  12.4    MM   MM   MM    MM
2014 08 26 23 50 240  3.0  4.0   0.6     5   3.9  MM 1019.5  13.9  12.3    MM   MM   MM    MM
2014 08 26 22 50 240  3.0  4.0   0.6     5   3.9  MM 1019.0  14.4  12.2    MM   MM   MM    MM
2014 08 26 21 50 230  4.0  5.0   0.7     5   3.9  MM 1019.0  14.4  12.0    MM   MM   MM    MM
2014 08 26 20 50 240  5.0  6.0   0.7     5   3.8  MM 1018.8  14.3  11.9    MM   MM   MM    MM
2014 08 26 18 50 230  7.0  8.0   0.8     5   3.8  MM 1019.5  13.9  12.6    MM   MM +0.3    MM
2014 08 26 17 50 260  8.0 10.0   1.0     5   3.8  MM 1019.1  13.7  13.1    MM   MM +0.3    MM
2014 08 26 16 50 260  9.0 12.0   1.1     5   3.9  MM 1018.9  13.4  13.3    MM   MM +1.0    MM
2014 08 26 15 50 260  9.0 11.0   1.1     5   3.9  MM 1019.2  13.0  13.4    MM   MM   MM    MM
2014 08 26 14 50 260  9.0 11.0   1.1     5   3.9  MM 1018.8  12.7  13.3    MM   MM +1.6    MM
2014 08 26 13 50 270  9.0 11.0   1.2     5   4.0  MM 1017.9  13.1  13.2    MM   MM +1.7    MM
2014 08 26 12 50 270 10.0 12.0   1.3     5   4.2  MM 1017.1  13.4  13.2    MM   MM   MM    MM
2014 08 26 11 50 260 10.0 12.0   1.1     5   4.2  MM 1017.2  13.8  13.2    MM   MM +2.4    MM
2014 08 26 10 50 260  9.0 10.0   1.0     5   4.0  MM 1016.2  14.0  13.2    MM   MM   MM    MM
2014 08 26 09 50 270  9.0 10.0   1.0     5   4.2  MM 1015.4  14.2  13.3    MM   MM   MM    MM
2014 08 26 08 50 270  8.0  9.0   0.9     5   4.0  MM 1014.8  14.6  13.5    MM   MM   MM    MM
2014 08 26 07 50 270  8.0 10.0   0.9     5   4.0  MM 1014.9  14.9  13.8    MM   MM   MM    MM
2014 08 26 06 50 260  8.0 10.0   0.8     5   4.0  MM 1014.0  15.4  14.1    MM   MM +1.4    MM
2014 08 26 05 50 260  8.0 10.0   0.9     5   3.8  MM 1013.5  15.9  14.5    MM   MM +1.8    MM
2014 08 26 04 50 270  8.0  9.0   0.9     5   3.9  MM 1013.2  16.3  14.7    MM   MM +1.8    MM
2014 08 26 03 50 260  8.0  9.0   0.9     6   4.0  MM 1012.6  17.0  15.0    MM   MM   MM    MM
2014 08 26 02 50 260 10.0 11.0   1.1     6   4.3  MM 1011.7  17.4  15.1    MM   MM +1.8    MM
2014 08 26 01 50 260 11.0 12.0   1.3     6   4.4  MM 1011.4  17.6  15.3    MM   MM   MM    MM
2014 08 26 00 50 260 10.0 12.0   1.6     6   4.5  MM 1011.0  18.4  15.6    MM   MM   MM    MM
2014 08 25 23 50 250 11.0 13.0   1.4     5   4.1  MM 1009.9  19.1  15.6    MM   MM   MM    MM
2014 08 25 22 50 260 11.0 12.0   0.8     4   3.3  MM 1009.2  19.3  15.7    MM   MM -0.0    MM
2014 08 25 21 50 260 11.0 12.0   0.5     3   2.8  MM 1008.6  19.3  15.9    MM   MM   MM    MM
2014 08 25 20 50 240  8.0  9.0   0.2    MM   3.1  MM 1009.0  19.4  16.3    MM   MM -1.0    MM
2014 08 25 19 50 240  2.0  2.0   0.2    MM   3.1  MM 1009.0  17.4  16.4    MM   MM   MM    MM
2014 08 25 18 50 250  2.0  3.0   0.3     3   3.0  MM 1009.5  17.2  16.2    MM   MM -0.8    MM
2014 08 25 17 50 260  3.0  4.0   0.3     3   3.1  MM 1010.0  17.5  16.1    MM   MM -0.6    MM
2014 08 25 16 50 230  3.0  4.0   0.3     3   3.2  MM 1010.1  18.0  16.2    MM   MM -0.3    MM
2014 08 25 15 50 230  3.0  4.0   0.4     3   3.3  MM 1010.3  17.6  16.1    MM   MM   MM    MM
2014 08 25 14 50 200  3.0  3.0   0.3     3   3.2  MM 1010.6  17.3  16.1    MM   MM -1.1    MM
2014 08 25 13 50 230  2.0  2.0   0.4     4   3.3  MM 1010.4  17.7  16.0    MM   MM -1.1    MM
2014 08 25 12 50  MM  0.0  1.0   0.5     4   3.4  MM 1011.0  17.0  16.0    MM   MM +0.0    MM
2014 08 25 11 50 200  2.0  2.0   0.5     3   3.3  MM 1011.7  17.2  16.0    MM   MM   MM    MM
2014 08 25 10 50 220  1.0  2.0   0.5     3   3.3  MM 1011.5  17.3  15.9    MM   MM -0.3    MM
2014 08 25 09 50 150  4.0  5.0   0.6     4   3.3  MM 1011.0  17.2  15.9    MM   MM +0.0    MM
2014 08 25 08 50 180  6.0  7.0   0.4     3   3.0  MM 1011.0  18.0  15.9    MM   MM   MM    MM
2014 08 25 07 50 150  5.0  6.0   0.4     3   3.2  MM 1011.8  17.1  15.9    MM   MM   MM    MM
2014 08 25 06 50 160  5.0  5.0   0.4     5   3.2  MM 1010.8  17.3  15.9    MM   MM -0.0    MM
2014 08 25 05 50 160  4.0  5.0   0.5     3   3.4  MM 1010.9  17.9  15.9    MM   MM -0.6    MM
2014 08 25 04 50 130  7.0  8.0   0.5     3   3.2  MM 1010.1  19.1  15.9    MM   MM   MM    MM
2014 08 25 03 50 140  8.0  9.0   0.5     4   3.4  MM 1010.7  19.6  15.9    MM   MM -0.7    MM
2014 08 25 02 50 140  6.0  7.0   0.5     4   3.5  MM 1011.5  19.4  16.0    MM   MM   MM    MM
2014 08 25 01 50 140  4.0  5.0   0.5     4   3.6  MM 1011.7  18.9  16.0    MM   MM +0.4    MM
2014 08 25 00 50 130  4.0  5.0   0.6     4   3.5  MM 1011.4  19.8  16.0    MM   MM -0.5    MM
2014 08 24 23 50 140  4.0  5.0   0.5     3   3.4  MM 1011.6  19.6  16.0    MM   MM   MM    MM
2014 08 24 22 50 110  4.0  5.0   0.4     4   3.3  MM 1011.3  18.3  16.1    MM   MM -1.0    MM
2014 08 24 21 50 120  4.0  4.0   0.4     4   3.3  MM 1011.9  18.5  16.0    MM   MM   MM    MM
2014 08 24 20 50 110  4.0  5.0   0.5     4   3.2  MM 1012.2  18.1  16.0    MM   MM -1.5    MM
2014 08 24 19 50 100  5.0  7.0   0.5     4   3.2  MM 1012.3  18.3  15.9    MM   MM -1.9    MM
2014 08 24 18 50  70  5.0  7.0   0.4     3   3.1  MM 1013.1  17.7  15.8    MM   MM   MM    MM
2014 08 24 17 50  80  5.0  6.0   0.4     3   3.1  MM 1013.7  17.2  15.6    MM   MM   MM    MM
2014 08 24 16 50  90  5.0  6.0   0.4     4   3.1  MM 1014.2  17.2  15.5    MM   MM -1.0    MM
2014 08 24 15 50 100  5.0  6.0   0.4     4   3.2  MM 1014.7  17.0  15.3    MM   MM   MM    MM
2014 08 24 14 50 100  5.0  6.0   0.5     4   3.2  MM 1015.1  16.6  15.3    MM   MM -0.6    MM
2014 08 24 13 50 100  6.0  7.0   0.4     4   3.3  MM 1015.2  16.6  15.3    MM   MM   MM    MM
2014 08 24 12 50  90  4.0  5.0   0.5     4   3.3  MM 1015.9  16.4  15.3    MM   MM   MM    MM
2014 08 24 11 50 100  7.0  8.0   0.5     4   3.2  MM 1015.7  16.5  15.4    MM   MM -0.4    MM
2014 08 24 10 50  90  7.0  8.0   0.5     4   3.3  MM 1015.6  16.7  15.4    MM   MM   MM    MM
2014 08 24 09 50  90  6.0  8.0   0.5     4   3.3  MM 1015.8  16.5  15.5    MM   MM   MM    MM
2014 08 24 08 50  90  6.0  6.0   0.5     4   3.2  MM 1016.1  16.6  15.6    MM   MM   MM    MM
2014 08 24 07 50  90  6.0  7.0   0.5     4   3.2  MM 1016.4  16.7  15.6    MM   MM -0.8    MM
2014 08 24 06 50  90  6.0  7.0   0.5     4   3.2  MM 1016.9  16.6  15.6    MM   MM +0.0    MM
2014 08 24 05 50  90  6.0  7.0   0.4     4   3.3  MM 1017.1  16.9  15.5    MM   MM +0.0    MM
2014 08 24 04 50 100  6.0  7.0   0.5     4   3.3  MM 1017.2  16.8  15.4    MM   MM +0.3    MM
2014 08 24 03 50  90  6.0  7.0   0.6     4   3.3  MM 1016.9  17.1  15.4    MM   MM +0.0    MM
2014 08 24 02 50  90  7.0  8.0   0.6     4   3.4  MM 1016.9  17.1  15.3    MM   MM   MM    MM
2014 08 24 01 50  80  6.0  7.0    MM    MM    MM  MM 1016.9  16.6  15.1    MM   MM   MM    MM
2014 08 24 00 50  70  5.0  6.0   0.7     4   3.5  MM 1016.7  16.1  14.9    MM   MM -0.4    MM
2014 08 23 23 50  60  6.0  7.0   0.6     4   3.4  MM 1016.8  15.9  14.8    MM   MM   MM    MM
2014 08 23 22 50  60  6.0  7.0   0.6     4   3.3  MM 1017.0  15.3  14.8    MM   MM -1.0    MM
2014 08 23 21 50  50  7.0  9.0   0.6     4   3.3  MM 1017.1  14.9  14.8    MM   MM -0.6    MM
2014 08 23 20 50  50  7.0  8.0   0.5     4   3.3  MM 1017.3  15.2  14.9    MM   MM -0.3    MM
2014 08 23 19 50  50  5.0  6.0   0.6     4   3.3  MM 1018.0  15.3  15.0    MM   MM   MM    MM
2014 08 23 18 50  40  6.0  7.0   0.6     4   3.3  MM 1017.7  15.2  15.0    MM   MM   MM    MM
2014 08 23 17 50  40  7.0  8.0   0.4     4   3.2  MM 1017.6  15.0  15.0    MM   MM   MM    MM
2014 08 23 16 50  40  6.0  7.0   0.4     4   3.2  MM 1018.2  15.0  15.0    MM   MM +0.0    MM
2014 08 23 15 50  40  6.0  6.0   0.4     4   3.1  MM 1018.3  14.9  14.9    MM   MM +0.3    MM
2014 08 23 14 50  40  6.0  7.0   0.4     4   3.1  MM 1018.3  14.8  14.8    MM   MM +0.6    MM
2014 08 23 13 50  40  6.0  7.0   0.4     3   3.1  MM 1018.1  14.8  14.7    MM   MM +0.7    MM
2014 08 23 12 50  40  5.0  5.0   0.4     3   3.0  MM 1018.0  14.7  14.6    MM   MM +0.6    MM
2014 08 23 11 50  60  5.0  6.0   0.4     3   3.0  MM 1017.7  14.8  14.5    MM   MM   MM    MM
2014 08 23 10 50  50  5.0  6.0   0.4     3   3.0  MM 1017.4  15.0  14.5    MM   MM   MM    MM
2014 08 23 09 50  50  3.0  4.0   0.4     3   3.0  MM 1017.4  14.8  14.4    MM   MM   MM    MM
2014 08 23 08 50  30  4.0  5.0   0.4     3   3.1  MM 1017.2  14.4  14.4    MM   MM   MM    MM
2014 08 23 07 50  50  5.0  6.0   0.4     4   2.9  MM 1017.1  14.5  14.5    MM   MM   MM    MM
2014 08 23 06 50  40  4.0  5.0   0.4     4   3.1  MM 1017.5  14.4  14.6    MM   MM +0.0    MM
2014 08 23 05 50  40  6.0  7.0   0.4     4   3.1  MM 1017.3  14.7  14.7    MM   MM +0.5    MM
2014 08 23 04 50  40  6.0  7.0   0.5     4   3.3  MM 1017.5  14.8  14.7    MM   MM +0.7    MM
2014 08 23 03 50  40  5.0  6.0   0.4     4   3.2  MM 1017.3  14.8  14.8    MM   MM   MM    MM
2014 08 23 02 50  30  6.0  7.0   0.5     4   3.3  MM 1016.8  14.7  14.8    MM   MM   MM    MM
2014 08 23 01 50  20  6.0  7.0   0.5     4   3.4  MM 1016.8  14.5  14.8    MM   MM   MM    MM
2014 08 23 00 50  20  4.0  5.0   0.5     4   3.4  MM 1016.5  14.6  14.8    MM   MM +1.1    MM
2014 08 22 23 50  30  5.0  6.0   0.5     4   3.3  MM 1016.2  14.5  14.8    MM   MM +0.7    MM
2014 08 22 22 50  30  6.0  7.0   0.4     3   3.1  MM 1015.7  14.3  14.7    MM   MM   MM    MM
2014 08 22 21 50  30  6.0  7.0   0.5     3   3.2  MM 1015.4  14.3  14.7    MM   MM +0.0    MM
2014 08 22 20 50  30  6.0  7.0   0.5     4   3.3  MM 1015.5  14.4  14.6    MM   MM   MM    MM
2014 08 22 19 50  30  6.0  7.0   0.5     4   3.3  MM 1015.2  14.3  14.5    MM   MM   MM    MM
2014 08 22 18 50  30  6.0  7.0   0.5     4   3.4  MM 1015.4  14.3  14.5    MM   MM +0.5    MM
2014 08 22 17 50  30  6.0  7.0   0.5     4   3.3  MM 1015.4  14.0  14.5    MM   MM   MM    MM
2014 08 22 16 50  40  5.0  7.0   0.6     4   3.3  MM 1015.3  14.1  14.6    MM   MM   MM    MM
2014 08 22 15 50  30  6.0  7.0   0.6     4   3.3  MM 1014.9  14.1  14.6    MM   MM   MM    MM
2014 08 22 14 50  40  7.0  8.0   0.6     4   3.3  MM 1014.6  14.0  14.7    MM   MM +0.4    MM
2014 08 22 13 50  40  6.0  7.0   0.7     4   3.4  MM 1014.5  14.3  14.8    MM   MM +0.8    MM
2014 08 22 12 50  70  7.0  8.0   0.7     4   3.4  MM 1014.2  14.0  14.9    MM   MM   MM    MM
2014 08 22 11 50  50  8.0  9.0   0.6     4   3.4  MM 1014.2  13.9  15.0    MM   MM +1.2    MM
2014 08 22 10 50  50  7.0  9.0   0.7     4   3.5  MM 1013.7  14.1  15.0    MM   MM +0.5    MM
2014 08 22 09 50  50  7.0  8.0   0.6     4   3.4  MM 1013.2  14.0  15.0    MM   MM +0.0    MM
2014 08 22 08 50  40  7.0  8.0   0.5     4   3.4  MM 1013.0  14.2  14.9    MM   MM   MM    MM
2014 08 22 07 50  50  6.0  7.0   0.5     4   3.4  MM 1013.2  14.5  14.8    MM   MM   MM    MM
2014 08 22 06 50  70  6.0  7.0   0.5     4   3.2  MM 1013.0  14.6  14.7    MM   MM -0.4    MM
2014 08 22 05 50  60  6.0  8.0   0.5     4   3.2  MM 1013.5  14.4  14.7    MM   MM   MM    MM
2014 08 22 04 50  50  7.0  9.0   0.5     3   3.2  MM 1013.1  14.4  14.6    MM   MM -0.3    MM
2014 08 22 03 50  70  6.0  8.0   0.5     3   3.2  MM 1013.4  14.7  14.5    MM   MM +0.3    MM
2014 08 22 02 50  60  7.0  8.0   0.6     4   3.3  MM 1013.5  14.8  14.7    MM   MM +0.5    MM
2014 08 22 01 50  50  7.0  8.0   0.6     4   3.3  MM 1013.4  14.5  14.7    MM   MM   MM    MM
2014 08 22 00 50  60  7.0  8.0   0.6     4   3.3  MM 1013.1  14.8  14.8    MM   MM +0.5    MM
2014 08 21 23 50  60  7.0  8.0   0.6     4   3.3  MM 1013.0  14.6  14.8    MM   MM   MM    MM
2014 08 21 22 50  60  7.0  8.0   0.6     3   3.2  MM 1012.9  14.6  14.9    MM   MM -0.3    MM
2014 08 21 21 50  60  7.0  9.0   0.5     4   3.2  MM 1012.6  15.1  14.9    MM   MM   MM    MM
2014 08 21 20 50  60  6.0  7.0   0.5     3   3.1  MM 1013.0  15.3  15.1    MM   MM   MM    MM
2014 08 21 19 50  50  6.0  7.0   0.4     3   2.9  MM 1013.2  15.3  15.2    MM   MM   MM    MM
2014 08 21 18 50  60  6.0  6.0   0.3     3   2.9  MM 1013.6  15.2  15.3    MM   MM   MM    MM
2014 08 21 17 50  50  6.0  8.0   0.3     3   2.7  MM 1013.3  14.4  15.2    MM   MM -1.2    MM
2014 08 21 16 50  60  6.0  7.0   0.2    MM   2.6  MM 1013.5  15.0  15.1    MM   MM   MM    MM
2014 08 21 15 50  90  4.0  5.0   0.2    MM   2.6  MM 1014.3  14.5  14.7    MM   MM   MM    MM
2014 08 21 14 50  90  3.0  4.0   0.2    MM   2.4  MM 1014.5  14.2  14.5    MM   MM -0.0    MM
2014 08 21 13 50  80  5.0  6.0   0.1    MM   2.3  MM 1014.2  14.1  14.3    MM   MM +0.0    MM
2014 08 21 12 50  70  4.0  5.0   0.1    MM   2.3  MM 1014.0  14.2  13.9    MM   MM   MM    MM
2014 08 21 11 50  80  4.0  5.0   0.1    MM   2.4  MM 1014.3  14.2  13.9    MM   MM   MM    MM
2014 08 21 10 50  90  4.0  5.0   0.1    MM   2.4  MM 1014.3  14.1  13.8    MM   MM   MM    MM
2014 08 21 09 50  90  5.0  6.0   0.1    MM   2.8  MM 1013.7  13.7  13.7    MM   MM   MM    MM
2014 08 21 08 50  90  3.0  4.0   0.1    MM   2.8  MM 1014.2  13.7  14.1    MM   MM   MM    MM
2014 08 21 07 50 100  3.0  3.0   0.1    MM   3.1  MM 1014.4  13.6  14.3    MM   MM   MM    MM
2014 08 21 06 50 100  2.0  3.0   0.1    MM   3.2  MM 1014.5  14.5  14.5    MM   MM +0.0    MM
2014 08 21 05 50 110  2.0  2.0   0.1    MM   3.0  MM 1014.4  14.8  14.6    MM   MM +0.0    MM
2014 08 21 04 50  70  2.0  2.0   0.1    MM   3.2  MM 1014.5  15.0  14.9    MM   MM +0.0    MM
2014 08 21 03 50  50  1.0  1.0   0.1    MM   2.9  MM 1014.6  14.9  15.0    MM   MM +0.6    MM
2014 08 21 02 50  90  2.0  2.0   0.1    MM   2.8  MM 1014.6  15.1  15.0    MM   MM   MM    MM
2014 08 21 01 50  90  2.0  2.0   0.1    MM   3.0  MM 1014.3  15.1  15.1    MM   MM   MM    MM
2014 08 21 00 50 110  1.0  1.0   0.1    MM   2.9  MM 1014.0  15.2  14.8    MM   MM   MM    MM
2014 08 20 23 50 100  1.0  1.0   0.1    MM   2.8  MM 1013.7  15.2  14.8    MM   MM   MM    MM
2014 08 20 22 50 110  1.0  1.0   0.1    MM   2.9  MM 1013.5  15.2  15.0    MM   MM +0.5    MM
2014 08 20 21 50 110  1.0  1.0   0.2    MM   3.0  MM 1013.3  15.0  14.8    MM   MM   MM    MM
2014 08 20 20 50  70  2.0  2.0   0.2    MM   2.9  MM 1013.0  15.1  14.6    MM   MM   MM    MM
2014 08 20 19 50  MM  0.0  0.0   0.2    MM   2.9  MM 1013.0  16.1  15.4    MM   MM   MM    MM
2014 08 20 18 50  MM  0.0  0.0   0.2    MM   3.0  MM 1012.6  15.7  15.0    MM   MM   MM    MM
2014 08 20 17 50  30  3.0  3.0   0.2    MM   3.1  MM 1012.2  14.8  14.1    MM   MM   MM    MM
2014 08 20 16 50 310  2.0  2.0   0.2    MM   3.0  MM 1012.3  14.8  13.3    MM   MM   MM    MM
2014 08 20 15 50 270  3.0  3.0   0.2    MM   3.1  MM 1012.1  14.5  13.4    MM   MM   MM    MM
2014 08 20 14 50 260  4.0  5.0   0.2    MM   3.4  MM 1011.5  14.6  13.5    MM   MM +1.1    MM
2014 08 20 13 50 260  2.0  3.0   0.2    MM   3.7  MM 1011.1  14.6  13.7    MM   MM   MM    MM
2014 08 20 12 50 260  3.0  3.0   0.2    MM   3.7  MM 1011.0  14.6  13.9    MM   MM +1.2    MM
2014 08 20 11 50 270  3.0  3.0   0.2    MM   3.6  MM 1010.4  14.8  14.2    MM   MM   MM    MM
2014 08 20 10 50 270  3.0  3.0   0.2    MM   3.6  MM 1010.1  14.7  14.3    MM   MM   MM    MM
2014 08 20 09 50 270  3.0  3.0   0.2    MM   3.6  MM 1009.8  14.6  14.3    MM   MM   MM    MM
2014 08 20 08 50 270  2.0  3.0   0.3     4   3.6  MM 1009.5  14.4  14.0    MM   MM +0.0    MM
2014 08 20 07 50 290  2.0  2.0   0.3     4   3.6  MM 1009.4  14.0  13.7    MM   MM +0.4    MM
